#TYPE System.Data.DataRow
"FileName","ARCH","DotNET","ASLR","DEP","Authenticode","StrongNaming","SafeSEH","ControlFlowGuard","HighentropyVA"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.OrmLite.SqlServer.3.9.71\lib\net35\ServiceStack.OrmLite.SqlServer.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Redis.3.9.71\lib\net35\ServiceStack.Redis.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Text.3.9.71\lib\net35\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Text.3.9.71\lib\sl4\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Text.3.9.71\lib\sl4-windowsphone71\ServiceStack.Text.WP.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\ServiceStack.Text.3.9.71\lib\sl5\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig\packages\WebActivator.1.5.3\lib\net40\WebActivator.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\Microsoft.Web.Infrastructure.1.0.0.0\lib\net40\Microsoft.Web.Infrastructure.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.3.9.71\lib\net35\ServiceStack.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.3.9.71\lib\net35\ServiceStack.ServiceInterface.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Api.Swagger.3.9.71\lib\net35\ServiceStack.Api.Swagger.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Common.3.9.71\lib\net35\ServiceStack.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Common.3.9.71\lib\net35\ServiceStack.Interfaces.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Common.3.9.71\lib\sl5\ServiceStack.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Common.3.9.71\lib\sl5\ServiceStack.Interfaces.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.OrmLite.SqlServer.3.9.71\lib\net35\ServiceStack.OrmLite.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.OrmLite.SqlServer.3.9.71\lib\net35\ServiceStack.OrmLite.SqlServer.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Redis.3.9.71\lib\net35\ServiceStack.Redis.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Text.3.9.71\lib\net35\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Text.3.9.71\lib\sl4\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Text.3.9.71\lib\sl4-windowsphone71\ServiceStack.Text.WP.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\ServiceStack.Text.3.9.71\lib\sl5\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaConfig.preEBI_R600_1_CU3_Tema_6_0_Update_3_2_2\packages\WebActivator.1.5.3\lib\net40\WebActivator.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\AutoMapper.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\AutoMapper.Net4.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Castle.Core.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\EntityFramework.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\EntityFramework.SqlServer.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Logging.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Ontology.Rdf.Acsas.Constants.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Ontology.Rdf.Hbssecurity.Constants.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Ontology.Rdf.Rdf.Constants.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.API.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.API.Alarm.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.API.Application.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.API.ApplicationValidation.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.API.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.API.TEMA.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Common.EBI.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Common.Environment.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.DAL.SparqlClient.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Services.Common.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Services.Common.EBI.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Services.Libraries.ServerInterop.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Services.Libraries.Sor.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Services.TEMA.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Utility.ElectonicSignature.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ApplicationServices.Utility.ExpressionBuilder.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.HscCli32.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.interop.dll","I386","True","False","True","False","False","False","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.Logger.Client.dll","I386","True","False","True","False","True","False","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.Security.Identity.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.Security.OperatorService.Interfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.Security.Service.Interfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.Security.WebServiceSecurity.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ServiceFramework.Interfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ServiceFramework.ServerUtilitiesInterfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.ServiceHosting.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.State.RedundantActiveServerFinder.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\honeywell.server.wcfclientutilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Server.WcfServiceUtilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\Honeywell.Utilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\LinqKit.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\LoggingClient.Interfaces.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\ScopeOfResponsibility.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\ServiceStack.Text.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\TEMASvcHst.exe","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\TemaServices\TEMASvcHst.StartService.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\App_Code.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\App_global.asax.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Castle.Core.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETDB.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNetLDAP.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNetLDAPObject.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETObjectDB.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNetTemaConst.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETTemaInfo.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNetTemaLDAPObject.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETTemaMail.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETTemaMailContact.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETTemaRegistry.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\DHNETTrace.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.EBI.TEMA.Business.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.EBI.TEMA.DataAccess.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.EBI.TEMA.RestEndpoint.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.API.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.ApplicationServices.API.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.Cms.CardholderServicesClient.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.Cms.CardholderServicesInterfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.CompaniesProviderModule.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.Logger.Client.dll","I386","True","False","True","False","True","False","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.Security.AspNet.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.Security.Identity.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.Security.OperatorService.Interfaces.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.State.RedundantActiveServerFinder.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Server.WcfClientUtilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Honeywell.Utilities.dll","I386","True","True","True","False","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Microsoft.ReportViewer.Common.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Microsoft.ReportViewer.DataVisualization.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Microsoft.ReportViewer.ProcessingObjectModel.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\Microsoft.ReportViewer.WebForms.dll","I386","True","True","True","True","True","N/A","N/A","N/A"
"C:\EBI_Tema\WebStation\bin\WebStation.dll","I386","True","True","True","False","False","N/A","N/A","N/A"
